hero1_nick;hero2_nick;hero1_name;hero2_name
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
BLACK WIDOW;FURY, COL. NICHOLAS ;NATASHA ;
BLACK WIDOW;FURY, COL. NICHOLAS ;NATASHA ;
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
INVISIBLE WOMAN;VISION ;SUE ;
SCARLET WITCH;VISION ;WANDA ;
THING;VISION ;BENJAMIN J. GR;
MR. FANTASTIC;VISION ;REED R;
JARVIS, EDWIN ;VISION ;;
HUMAN TORCH;VISION ;JOHNNY S;
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
HUMAN TORCH;SCARLET WITCH;JOHNNY S;WANDA 
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;JARVIS, EDWIN ;JOHNNY S;
INVISIBLE WOMAN;JARVIS, EDWIN ;SUE ;
JARVIS, EDWIN ;SCARLET WITCH;;WANDA 
JARVIS, EDWIN ;THING;;BENJAMIN J. GR
JARVIS, EDWIN ;MR. FANTASTIC;;REED R
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
MR. FANTASTIC;SCARLET WITCH;REED R;WANDA 
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
SCARLET WITCH;THING;WANDA ;BENJAMIN J. GR
INVISIBLE WOMAN;SCARLET WITCH;SUE ;WANDA 
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
ANT-MAN;WONDER MAN;DR. HENRY J.;SIMON WIL
HAWK;WONDER MAN;;SIMON WIL
ANT-MAN;HAWK;DR. HENRY J.;
HAWK;THING;;BENJAMIN J. GR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;ROBERTSON, JOE;;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
SILVER SURFER;WATSON-PARKER, MARY ;NORRIN;
JARVIS, EDWIN ;WATSON-PARKER, MARY ;;
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;ROBERTSON, JOE;;
ROBERTSON, JOE;SILVER SURFER;;NORRIN
JARVIS, EDWIN ;ROBERTSON, JOE;;
JARVIS, EDWIN ;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;JARVIS, EDWIN ;;
JARVIS, EDWIN ;SILVER SURFER;;NORRIN
SILVER SURFER;SPIDER-MAN;NORRIN;PETER PAR
JAMESON, J. JONAH;SILVER SURFER;;NORRIN
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
BLACK WIDOW;DAREDEVIL;NATASHA ;MATT MURDO
DAREDEVIL;HUMAN TORCH;MATT MURDO;JOHNNY S
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
DR. DOOM;INVISIBLE WOMAN;VICTOR VON ;SUE 
DR. DOOM;HUMAN TORCH;VICTOR VON ;JOHNNY S
DR. DOOM;MR. FANTASTIC;VICTOR VON ;REED R
DR. DOOM;JARVIS, EDWIN ;VICTOR VON ;
DR. DOOM;RICHARDS, FRANKLIN B;VICTOR VON ;
DR. DOOM;THING;VICTOR VON ;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
JARVIS, EDWIN ;THING;;BENJAMIN J. GR
RICHARDS, FRANKLIN B;THING;;BENJAMIN J. GR
INVISIBLE WOMAN;RICHARDS, FRANKLIN B;SUE ;
HUMAN TORCH;RICHARDS, FRANKLIN B;JOHNNY S;
MR. FANTASTIC;RICHARDS, FRANKLIN B;REED R;
JARVIS, EDWIN ;RICHARDS, FRANKLIN B;;
INVISIBLE WOMAN;JARVIS, EDWIN ;SUE ;
HUMAN TORCH;JARVIS, EDWIN ;JOHNNY S;
JARVIS, EDWIN ;MR. FANTASTIC;;REED R
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
FURY, COL. NICHOLAS ;THING;;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
FURY, COL. NICHOLAS ;THING;;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
SPIDER-MAN;THING;PETER PAR;BENJAMIN J. GR
MR. FANTASTIC;SPIDER-MAN;REED R;PETER PAR
HUMAN TORCH;SPIDER-MAN;JOHNNY S;PETER PAR
FURY, COL. NICHOLAS ;SPIDER-MAN;;PETER PAR
INVISIBLE WOMAN;SPIDER-MAN;SUE ;PETER PAR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
FURY, COL. NICHOLAS ;INVISIBLE WOMAN;;SUE 
FURY, COL. NICHOLAS ;MR. FANTASTIC;;REED R
FURY, COL. NICHOLAS ;HUMAN TORCH;;JOHNNY S
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
IRON MAN;THING;TONY STARK ;BENJAMIN J. GR
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
THING;THOR;BENJAMIN J. GR;DR. DONALD BLAK
HUMAN TORCH;THOR;JOHNNY S;DR. DONALD BLAK
THING;THOR;BENJAMIN J. GR;DR. DONALD BLAK
HUMAN TORCH;THOR;JOHNNY S;DR. DONALD BLAK
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
SUB-MARINER;THING;NAMOR MA;BENJAMIN J. GR
INVISIBLE WOMAN;SUB-MARINER;SUE ;NAMOR MA
HUMAN TORCH;SUB-MARINER;JOHNNY S;NAMOR MA
MR. FANTASTIC;SUB-MARINER;REED R;NAMOR MA
FURY, COL. NICHOLAS ;SUB-MARINER;;NAMOR MA
FURY, COL. NICHOLAS ;THING;;BENJAMIN J. GR
FURY, COL. NICHOLAS ;INVISIBLE WOMAN;;SUE 
FURY, COL. NICHOLAS ;HUMAN TORCH;;JOHNNY S
FURY, COL. NICHOLAS ;MR. FANTASTIC;;REED R
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
HULK;SUB-MARINER;DR. ROBERT BRUC;NAMOR MA
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
HUMAN TORCH;SUB-MARINER;JOHNNY S;NAMOR MA
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
SUB-MARINER;THING;NAMOR MA;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
MR. FANTASTIC;SUB-MARINER;REED R;NAMOR MA
INVISIBLE WOMAN;SUB-MARINER;SUE ;NAMOR MA
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
CAPTAIN AMERICA;FURY, COL. NICHOLAS ;;
JAMESON, J. JONAH;ROBERTSON, JOE;;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
VISION ;WONDER MAN;;SIMON WIL
HAWK;WONDER MAN;;SIMON WIL
HAWK;IRON MAN;;TONY STARK 
HAWK;SCARLET WITCH;;WANDA 
HAWK;VISION ;;
IRON MAN;VISION ;TONY STARK ;
SCARLET WITCH;VISION ;WANDA ;
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
CAPTAIN AMERICA;SCARLET WITCH;;WANDA 
HAWK;SCARLET WITCH;;WANDA 
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
SCARLET WITCH;WOLVERINE;WANDA ;LOGAN 
CAPTAIN AMERICA;WOLVERINE;;LOGAN 
HAWK;WOLVERINE;;LOGAN 
WOLVERINE;WONDER MAN;LOGAN ;SIMON WIL
CAPTAIN AMERICA;WONDER MAN;;SIMON WIL
HAWK;WONDER MAN;;SIMON WIL
CAPTAIN AMERICA;HAWK;;
QUICKSILVER;WASP;PIETRO M;JANET VAN DYNE 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
ANT-MAN;QUICKSILVER;DR. HENRY J.;PIETRO M
ANT-MAN;VISION ;DR. HENRY J.;
VISION ;WASP;;JANET VAN DYNE 
SCARLET WITCH;VISION ;WANDA ;
QUASAR III;VISION ;WENDELL V;
VISION ;WONDER MAN;;SIMON WIL
ANT-MAN;WONDER MAN;DR. HENRY J.;SIMON WIL
WASP;WONDER MAN;JANET VAN DYNE ;SIMON WIL
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
QUASAR III;WONDER MAN;WENDELL V;SIMON WIL
ANT-MAN;QUASAR III;DR. HENRY J.;WENDELL V
QUASAR III;WASP;WENDELL V;JANET VAN DYNE 
QUASAR III;SCARLET WITCH;WENDELL V;WANDA 
ANT-MAN;SCARLET WITCH;DR. HENRY J.;WANDA 
SCARLET WITCH;WASP;WANDA ;JANET VAN DYNE 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
ANT-MAN;SHE-HULK;DR. HENRY J.;JENNIFER WA
SHE-HULK;WASP;JENNIFER WA;JANET VAN DYNE 
QUASAR III;SHE-HULK;WENDELL V;JENNIFER WA
ANT-MAN;QUASAR III;DR. HENRY J.;WENDELL V
QUASAR III;WASP;WENDELL V;JANET VAN DYNE 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
HAWK;WONDER MAN;;SIMON WIL
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
QUASAR III;WONDER MAN;WENDELL V;SIMON WIL
CAPTAIN AMERICA;WONDER MAN;;SIMON WIL
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
CAPTAIN AMERICA;HAWK;;
CAPTAIN AMERICA;SCARLET WITCH;;WANDA 
CAPTAIN AMERICA;QUASAR III;;WENDELL V
IRON MAN;QUASAR III;TONY STARK ;WENDELL V
HAWK;QUASAR III;;WENDELL V
QUASAR III;SCARLET WITCH;WENDELL V;WANDA 
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
HAWK;SCARLET WITCH;;WANDA 
HAWK;IRON MAN;;TONY STARK 
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
HAWK;WONDER MAN;;SIMON WIL
WOLVERINE;WONDER MAN;LOGAN ;SIMON WIL
SCARLET WITCH;WOLVERINE;WANDA ;LOGAN 
HAWK;WOLVERINE;;LOGAN 
HAWK;SCARLET WITCH;;WANDA 
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
IRON MAN;SPIDER-MAN;TONY STARK ;PETER PAR
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
SPIDER-MAN;WONDER MAN;PETER PAR;SIMON WIL
SCARLET WITCH;SPIDER-MAN;WANDA ;PETER PAR
SPIDER-MAN;WONDER MAN;PETER PAR;SIMON WIL
SCARLET WITCH;SPIDER-MAN;WANDA ;PETER PAR
HAWK;SPIDER-MAN;;PETER PAR
IRON MAN;SPIDER-MAN;TONY STARK ;PETER PAR
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
HAWK;IRON MAN;;TONY STARK 
HAWK;WONDER MAN;;SIMON WIL
HAWK;SCARLET WITCH;;WANDA 
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
HAWK;SCARLET WITCH;;WANDA 
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
SCARLET WITCH;SPIDER-MAN;WANDA ;PETER PAR
SPIDER-MAN;WONDER MAN;PETER PAR;SIMON WIL
HAWK;SPIDER-MAN;;PETER PAR
IRON MAN;SPIDER-MAN;TONY STARK ;PETER PAR
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
HAWK;IRON MAN;;TONY STARK 
HAWK;WONDER MAN;;SIMON WIL
JAMESON, J. JONAH;ROBERTSON, JOE;;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
SHE-HULK;STORM;JENNIFER WA;ORORO MUNROE S
STORM;WASP;ORORO MUNROE S;JANET VAN DYNE 
SHE-HULK;WASP;JENNIFER WA;JANET VAN DYNE 
IRON MAN;NOVA;TONY STARK ;RICHARD RIDER
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
FIRESTAR;IRON MAN;ANGELICA JO;TONY STARK 
FIRESTAR;NOVA;ANGELICA JO;RICHARD RIDER
CAPTAIN AMERICA;FIRESTAR;;ANGELICA JO
CAPTAIN AMERICA;NOVA;;RICHARD RIDER
CAPTAIN AMERICA;FURY, COL. NICHOLAS ;;
FURY, COL. NICHOLAS ;IRON MAN;;TONY STARK 
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
HULK;IRON MAN;DR. ROBERT BRUC;TONY STARK 
HULK;IRON MAN;DR. ROBERT BRUC;TONY STARK 
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
DR. STRANGE;HULK;STEPHEN ;DR. ROBERT BRUC
HULK;SUB-MARINER;DR. ROBERT BRUC;NAMOR MA
HULK;SILVER SURFER;DR. ROBERT BRUC;NORRIN
DR. STRANGE;SILVER SURFER;STEPHEN ;NORRIN
SILVER SURFER;SUB-MARINER;NORRIN;NAMOR MA
DR. STRANGE;SUB-MARINER;STEPHEN ;NAMOR MA
BLACK WIDOW;HAWK;NATASHA ;
BLACK WIDOW;SCARLET WITCH;NATASHA ;WANDA 
BLACK WIDOW;WASP;NATASHA ;JANET VAN DYNE 
ANT-MAN;BLACK WIDOW;DR. HENRY J.;NATASHA 
BLACK WIDOW;QUICKSILVER;NATASHA ;PIETRO M
BLACK WIDOW;HERCULES [GREEK GOD];NATASHA ;
BLACK WIDOW;FURY, COL. NICHOLAS ;NATASHA ;
FURY, COL. NICHOLAS ;HAWK;;
FURY, COL. NICHOLAS ;SCARLET WITCH;;WANDA 
FURY, COL. NICHOLAS ;WASP;;JANET VAN DYNE 
ANT-MAN;FURY, COL. NICHOLAS ;DR. HENRY J.;
FURY, COL. NICHOLAS ;QUICKSILVER;;PIETRO M
FURY, COL. NICHOLAS ;HERCULES [GREEK GOD];;
HAWK;HERCULES [GREEK GOD];;
HERCULES [GREEK GOD];SCARLET WITCH;;WANDA 
HERCULES [GREEK GOD];WASP;;JANET VAN DYNE 
ANT-MAN;HERCULES [GREEK GOD];DR. HENRY J.;
HERCULES [GREEK GOD];QUICKSILVER;;PIETRO M
HAWK;QUICKSILVER;;PIETRO M
QUICKSILVER;SCARLET WITCH;PIETRO M;WANDA 
QUICKSILVER;WASP;PIETRO M;JANET VAN DYNE 
ANT-MAN;QUICKSILVER;DR. HENRY J.;PIETRO M
ANT-MAN;HAWK;DR. HENRY J.;
ANT-MAN;SCARLET WITCH;DR. HENRY J.;WANDA 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
HAWK;WASP;;JANET VAN DYNE 
SCARLET WITCH;WASP;WANDA ;JANET VAN DYNE 
HAWK;SCARLET WITCH;;WANDA 
PROFESSOR X;STORM;CHARLES ;ORORO MUNROE S
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
BEAST;ROGUE ;HENRY &HANK& P;
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
MARVEL GIRL;ROGUE ;JEAN GRE;
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;ROGUE ;WARREN KENNETH;
PROFESSOR X;ROGUE ;CHARLES ;
CYCLOPS;ROGUE ;SCOTT SUMMER;
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
CANNONBALL II;MARVEL GIRL;SAM GU;JEAN GRE
FURY, COL. NICHOLAS ;SCARLET WITCH;;WANDA 
CAPTAIN AMERICA;FURY, COL. NICHOLAS ;;
FURY, COL. NICHOLAS ;QUICKSILVER;;PIETRO M
FURY, COL. NICHOLAS ;HAWK;;
FURY, COL. NICHOLAS ;IRON MAN;;TONY STARK 
FURY, COL. NICHOLAS ;WASP;;JANET VAN DYNE 
ANT-MAN;FURY, COL. NICHOLAS ;DR. HENRY J.;
BLACK WIDOW;FURY, COL. NICHOLAS ;NATASHA ;
BLACK WIDOW;SCARLET WITCH;NATASHA ;WANDA 
BLACK WIDOW;CAPTAIN AMERICA;NATASHA ;
BLACK WIDOW;QUICKSILVER;NATASHA ;PIETRO M
BLACK WIDOW;HAWK;NATASHA ;
BLACK WIDOW;IRON MAN;NATASHA ;TONY STARK 
BLACK WIDOW;WASP;NATASHA ;JANET VAN DYNE 
ANT-MAN;BLACK WIDOW;DR. HENRY J.;NATASHA 
ANT-MAN;SCARLET WITCH;DR. HENRY J.;WANDA 
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
ANT-MAN;QUICKSILVER;DR. HENRY J.;PIETRO M
ANT-MAN;HAWK;DR. HENRY J.;
ANT-MAN;IRON MAN;DR. HENRY J.;TONY STARK 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
SCARLET WITCH;WASP;WANDA ;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
QUICKSILVER;WASP;PIETRO M;JANET VAN DYNE 
HAWK;WASP;;JANET VAN DYNE 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
IRON MAN;QUICKSILVER;TONY STARK ;PIETRO M
HAWK;IRON MAN;;TONY STARK 
HAWK;SCARLET WITCH;;WANDA 
CAPTAIN AMERICA;HAWK;;
HAWK;QUICKSILVER;;PIETRO M
QUICKSILVER;SCARLET WITCH;PIETRO M;WANDA 
CAPTAIN AMERICA;QUICKSILVER;;PIETRO M
CAPTAIN AMERICA;SCARLET WITCH;;WANDA 
CAPTAIN AMERICA;HAWK;;
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
BLACK WIDOW;CAPTAIN AMERICA;NATASHA ;
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
ANT-MAN;HAWK;DR. HENRY J.;
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
ANT-MAN;BLACK WIDOW;DR. HENRY J.;NATASHA 
BLACK WIDOW;HAWK;NATASHA ;
BLACK WIDOW;WASP;NATASHA ;JANET VAN DYNE 
HAWK;WASP;;JANET VAN DYNE 
QUICKSILVER;SCARLET WITCH;PIETRO M;WANDA 
ANT-MAN;QUICKSILVER;DR. HENRY J.;PIETRO M
